HELD AT HARVARD,HARVARD PERMALINK,Catalog Link,Judaica - Verified,268,ISBN,Title,Author,Series,Publisher,Year Published,Date_Published,Pages_Thickness,Magazine,Volume_number,Category,Category_2,Request_Number,Library_ID,DOI,Persistent_Identifier,Report_Number,ISBN,FileName,University_Degree,Searched,Found Count: 268,ISSN,Duplication,Searching Category,URL
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178307703941/catalog,http://id.ndl.go.jp/bib/026413902,Judaica - Verified,boy saved by schindler,978-4-309-22635-4,シンドラーに救われた少年,"レオン・レイソン 著 , 古草秀子 訳",,河出書房新社,2015,2015.7,214p ; 20cm,,,図書,GA87 936,GA87-L11,26572621,,,,978-4-309-22635-4,ホロコースト201-284,,Red,,,1,1,http://id.ndl.go.jp/bib/026413902
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990115460630203941/catalog,#REF!,Judaica - Verified,Chiune Sugihara and Visas for Life: Beyond Siberia,978-4-88325-333-3,杉原千畝と命のビザ : シベリアを越えて,寿福滋 撮影,,サンライズ出版,2007,2007.7,80p ; 27cm,,,図書,EC134 316.88,EC134-H47,9031129,,,,978-4-88325-333-3,ユダヤ1501-1600,,Red,,,1,1,http://id.ndl.go.jp/bib/000003084677
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178191903941/catalog,http://id.ndl.go.jp/bib/000002913497,Judaica - Verified,Democracy and the Holocaust: White Collar in Weimar/Nazi Era,978-4-7684-5833-4,民主主義とホロコースト : ワイマール/ナチ時代のホワイトカラー,根本正一 著,,現代書館,2018,2018.1,374p ; 20cm,,,図書,GG427 234.074,GG427-L44,29250144,,,,978-4-7684-5833-4,ホロコースト1-100,,Red,,,1,2,http://id.ndl.go.jp/bib/000002913497
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193308103941/catalog,http://id.ndl.go.jp/bib/029172044,Judaica - Verified,Denial and Affirmation: The Battle for Holocaust Truth,978-4-596-55075-0,否定と肯定 : ホロコーストの真実をめぐる闘い,"デボラ・E・リップシュタット 著 , 山本やよい 訳",ハーパーBOOKS ; NF・リ1・1,ハーパーコリンズ・ジャパン,2017,2017.11,581p ; 15cm,,,図書,AG-781 327.933,AG-781-L4,28611055,,,,978-4-596-55075-0,ホロコースト1-100,,Red,,,1,1,http://id.ndl.go.jp/bib/029172044
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178192403941/catalog,http://id.ndl.go.jp/bib/028984374,Judaica - Verified,Eichmann Statement: The Man Who Made the Holocaust Possible,978-4-00-600367-8,アイヒマン調書 : ホロコーストを可能にした男,"ヨッヘン・フォン・ラング 編 , 小俣和一郎 訳",岩波現代文庫. 学術 ; 367,岩波書店,2017,2017.8,433p ; 15cm,,,図書,GG427 234.074,GG427-L38,28390103,,,,978-4-00-600367-8,ホロコースト101-200,,Red,,,1,2,http://id.ndl.go.jp/bib/028984374
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178188003941/catalog,#REF!,Judaica - Verified,Enchanted by the Jewish World New and Enlarged Edition,978-4-7791-2661-1,ユダヤ世界に魅せられて 増補新版,広瀬佳司 著,,彩流社,2020,2020.3,307p ; 19cm,,,図書,EC134 316.88,EC134-M4,30301408,,,,978-4-7791-2661-1,ユダヤ101-200,,Red,,,1,1,http://id.ndl.go.jp/bib/029312496
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178308903941/catalog,http://id.ndl.go.jp/bib/027667073,Judaica - Verified,"Encyclopedia of Jewish Mythology, Sorcery, and Mystic Thought",978-4-7601-5171-4,ユダヤ神話・呪術・神秘思想事典,"ジェフリー・W・デニス 著 , 木村光二 訳",,柏書房,2020,2020.2,813p ; 22cm,,,図書,"HR2 , HR11 199.033",HR2-M1,30182166,,,,978-4-7601-5171-4,ユダヤ101-200,,Red,,,1,1,http://id.ndl.go.jp/bib/027667073
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102632220203941/catalog,http://id.ndl.go.jp/bib/023921136,Judaica - Verified,"Evil in Judaism: Why is it ""evil"" now?",4-7710-1502-3,"ユダヤ教思想における悪 : なぜ,いま「悪」なのか","植村卍 編著 , 小岸昭, 池田潤, 赤井敏夫 共著",,晃洋書房,2004,2004.6,"201, 4p ; 22cm",,,図書,HR19 199,HR19-H3,7372140,,,,4-7710-1502-3,マルティン・ブーバー 1-20,,Red,,,1,1,http://id.ndl.go.jp/bib/023921136
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155241616403941/catalog,#REF!,Judaica - Verified,Film Music of Exiled Jews : Trajectory from 20th Century German Music to Hollywood and East Germany,978-4-7795-0851-6,亡命ユダヤ人の映画音楽 : 20世紀ドイツ音楽からハリウッド、東ドイツへの軌跡,高岡智子 著,,ナカニシヤ出版,2014,2014.3,325p ; 20cm,,,図書,KD286 764.7,KD286-L116,25396938,,,,978-4-7795-0851-6,ユダヤ501-600,,Red,,,1,1,http://id.ndl.go.jp/bib/030402442
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990126238000203941/catalog,http://id.ndl.go.jp/bib/000003671249,Judaica - Verified,Galician Jews: Between Poles and Ukrainians,978-4-409-51060-5,ガリツィアのユダヤ人 : ポーランド人とウクライナ人のはざまで,野村真理 著,,人文書院,2008,2008.9,270p ; 20cm,,,図書,A65 316.88,A65-J6,9746305,,,,978-4-409-51060-5,ホロコースト201-284,,Red,,,1,2,http://id.ndl.go.jp/bib/000003671249
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102636280203941/catalog,#REF!,Judaica - Verified,Habits to become rich learned from Jews and overseas Chinese,4-8284-1098-8,ユダヤと華僑に学ぶお金持ちになる習慣術,和田秀樹 著,,ビジネス社,2004,2004.2,198p ; 19cm,,,図書,DF199 338.18,DF199-H144,4347596,,,,4-8284-1098-8,ユダヤ601-700,,Red,,,1,1,http://id.ndl.go.jp/bib/024196743
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/99156089828303941/catalog,http://id.ndl.go.jp/bib/027098408,Judaica - Verified,"Historical Revisionism: Admiring Hitler, Holocaust Denial, and Regulations",978-4-12-102664-4,歴史修正主義 : ヒトラー賛美、ホロコースト否定論から法規制まで,武井彩佳 著,中公新書 ; 2664,中央公論新社,2021,2021.1,250p ; 18cm,,,図書,GG151 230.7,GG151-M3,31717179,,,,978-4-12-102664-4,ホロコースト101-200,,Red,,,1,1,http://id.ndl.go.jp/bib/027098408
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178308203941/catalog,http://id.ndl.go.jp/bib/031185535,Judaica - Verified,Hitler's daughters: German women who participated in the Holocaust,978-4-7503-4374-7,ヒトラーの娘たち : ホロコーストに加担したドイツ女性,"ウェンディ・ロワー 著 , 武井彩佳 監訳 , 石川ミカ 訳",,明石書店,2016,2016.7,325p ; 20cm,,,図書,GG427 234.074,GG427-L29,27488836,,,,978-4-7503-4374-7,ホロコースト1-100,,Red,,,1,1,http://id.ndl.go.jp/bib/031185535
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178307903941/catalog,http://id.ndl.go.jp/bib/000007754804,Judaica - Verified,Holocaust and humor = HUMOR AND THE HOLOCAUST,978-4-7791-2256-9,ホロコーストとユーモア精神 = HUMOR AND THE HOLOCAUST,"広瀬佳司, 佐川和茂, 伊達雅彦 編著",,彩流社,2016,2016.9,"286,15p ; 20cm",,,図書,KE185 902.09,KE185-L31,27535280,,,,978-4-7791-2256-9,ホロコースト1-100,,,,,1,2,http://id.ndl.go.jp/bib/000007754804
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990088880130203941/catalog,http://id.ndl.go.jp/bib/027225199,Judaica - Verified,Holocaust and Jewish Literature,4-271-11680-7,ホロコーストとユダヤ系文学,"日本マラマッド協会 編著 , 広瀬佳司, 君塚淳一, 佐川和茂 編",,大阪教育図書,2000,2000.9,304p ; 19cm,,,図書,KM16 929.73,KM16-G11,2939134,,,,4-271-11680-7,ホロコースト1-100,,,,,1,2,http://id.ndl.go.jp/bib/027225199
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178308003941/catalog,http://id.ndl.go.jp/bib/000003070827,Judaica - Verified,"Holocaust and Postwar Germany : Representation, Narrative, and Subject",978-4-00-024799-3,ホロコーストと戦後ドイツ : 表象・物語・主体,高橋秀寿 著,,岩波書店,2017,2017.12,"218,30p ; 20cm",,,図書,GG431 234.075,GG431-L6,28671520,,,,978-4-00-024799-3,ホロコースト1-100,,,,,1,1,http://id.ndl.go.jp/bib/000003070827
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178192103941/catalog,http://id.ndl.go.jp/bib/000010645200,Judaica - Verified,Holocaust at age 13: Auschwitz as seen by a girl,978-4-7505-1435-2,13歳のホロコースト : 少女が見たアウシュヴィッツ,"エヴァ・スローニム 著 , 那波かおり 訳",亜紀書房翻訳ノンフィクション・シリーズ ; 2-5,亜紀書房,2015,2015.11,234p ; 20cm,,,図書,GA87 936,GA87-L18,26788512,,,,978-4-7505-1435-2,ホロコースト1-100,,,,,1,1,http://id.ndl.go.jp/bib/000010645200
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178309803941/catalog,http://id.ndl.go.jp/bib/031602048,Judaica - Verified,Holocaust Memory Walk: A Journey Guide to the Past and the Future,978-4-86412-109-5,「ホロコーストの記憶」を歩く = Holocaust Memory Walk : 過去をみつめ未来へ向かう旅ガイド,"石岡史子, 岡裕人 著",,子どもの未来社,2016,2016.6,95p ; 21cm,,,図書,GA82 209.74,GA82-L48,27376052,,,,978-4-86412-109-5,ホロコースト1-100,,,,,1,1,http://id.ndl.go.jp/bib/031602048
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/99156425802503941/catalog,http://id.ndl.go.jp/bib/000003980683,Judaica - Verified,"If we can be friends, I'm sure. : Correspondence between an Israeli and Palestinian girl",978-4-569-85148-8,満洲国と日中戦争の真実,歴史街道編集部 編,PHP新書 ; 1296,PHP研究所,2022,2022.3,212p ; 18cm,,,図書,GE357 222.5,GE357-M48,31958869,,,,978-4-569-85148-8,ユダヤ1201-1300,,,,,1,1,http://id.ndl.go.jp/bib/000003980683
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178307003941/catalog,http://id.ndl.go.jp/bib/027039439,Judaica - Verified,Illustrated Dictionary of Jewish Symbols,978-4-903487-91-5,図説ユダヤ・シンボル事典,"エレン・フランケル 著 , 木村光二 訳",,悠書館,2015,2015.9,365p ; 22cm,,,図書,"GE8 , GE761 227.9",GE8-L8,26730165,,,,978-4-903487-91-5,ユダヤ101-200,,,,,1,1,http://id.ndl.go.jp/bib/027039439
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178190803941/catalog,#REF!,Judaica - Verified,Illustrated history of Judaism,978-4-309-76230-2,図説ユダヤ教の歴史,市川裕 編著,ふくろうの本,河出書房新社,2015,2015.3,131p ; 22cm,,,図書,HR17 199.02,HR17-L5,26246232,,,,978-4-309-76230-2,ユダヤ101-200,,,,,,2,http://id.ndl.go.jp/bib/023081408
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990152984220203941/catalog,http://id.ndl.go.jp/bib/000003655345,Judaica - Verified,Introductory Jewish Thought,978-4-480-06979-5,入門ユダヤ思想,合田正人 著,ちくま新書 ; 1272,筑摩書房,2017,2017.8,259p ; 18cm,,,図書,HB181 139.7,HB181-L11,28379810,,,,978-4-480-06979-5,ヘブライ201-300,,,,,1,1,http://id.ndl.go.jp/bib/000003655345
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178188703941/catalog,http://id.ndl.go.jp/bib/026748806,Judaica - Verified,Jacques Chirac For Justice in France and the Memory of the Holocaust: Collection of Speeches Wishing Peace Against Discrimination,978-4-7503-4554-3,ジャック・シラク フランスの正義、そしてホロコーストの記憶のために : 差別とたたかい平和を願う演説集,"ジャック・シラク 著 , 松岡智子 監訳 , 野田四郎 訳",,明石書店,2017,2017.8,137p ; 20cm,,,図書,GG336 235.068,GG336-L6,28404852,,,,978-4-7503-4554-3,ホロコースト1-100,,,,,1,1,http://id.ndl.go.jp/bib/026748806
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178190103941/catalog,http://id.ndl.go.jp/bib/028436575,Judaica - Verified,Jewish Ethnic History in the Time of Jesus Christ 5,978-4-7642-7355-9,イエス・キリスト時代のユダヤ民族史 5,"E.シューラー 著 , 木村和良 訳",,教文館,2017,2017.2,430p ; 22cm,,,図書,GE761 227.9,GE761-L31,28007985,,,,978-4-7642-7355-9,ヘブライ301-342,,,,,1,2,http://id.ndl.go.jp/bib/028436575
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155178190103941/catalog,http://id.ndl.go.jp/bib/031429586,Judaica - Verified,Jewish Ethnic History in the Time of Jesus Christ 6,978-4-7642-7356-6,イエス・キリスト時代のユダヤ民族史 6,"E.シューラー 著 , 髙井啓介, 飯郷友康 訳",,教文館,2021,2021.4,471p ; 22cm,,,図書,GE761 227.9,GE761-M18,31411716,,,,978-4-7642-7356-6,ヘブライ301-342,,,,,1,1,http://id.ndl.go.jp/bib/031429586
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193309203941/catalog,http://id.ndl.go.jp/bib/000008005369,Judaica - Verified,Jewish Genocide Forest: Testimony of Lithuanian Girl Masha,978-4-903619-62-0,ユダヤ人虐殺の森 : リトアニアの少女マーシャの証言,清水陽子 著,ユーラシア文庫 ; 3,群像社,2016,2016.2,109p ; 18cm,,,図書,GA82 209.74,GA82-L45,27108377,,,,978-4-903619-62-0,ホロコースト201-284,,,,,1,1,http://id.ndl.go.jp/bib/000008005369
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102628410203941/catalog,#REF!,Judaica - Verified,Jewish Golden Rules of Business: 4000 Years of DNA,4-86136-044-7,ユダヤのビジネス黄金律 : 4000年のDNA,手島佑郎 著,,全日出版,2004,2004.12,222p ; 19cm,,,図書,EC134 316.88,EC134-H31,7815356,,,,4-86136-044-7,ユダヤ101-200,,,,,1,1,http://id.ndl.go.jp/bib/031625907
Not Found,No Permalink Found,#REF!,Judaica - Verified,Jewish history,978-4-634-43137-9,ユダヤ教の歴史,市川裕 著,宗教の世界史 ; 7,山川出版社,2009,2009.11,"280, 65p ; 20cm",,,図書,HR17 199.02,HR17-J3,10614660,,,,978-4-634-43137-9,ユダヤ101-200,,,,,1,1,http://id.ndl.go.jp/bib/027972798
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990097309920203941/catalog,#REF!,Judaica - Verified,Jewish pianist Leo Sirota who loved Japan,4-620-31713-6,日本を愛したユダヤ人ピアニストレオ・シロタ,山本尚志 著,,毎日新聞社,2004,2004.11,262p ; 20cm,,,図書,KD262 762.38,KD262-H108,7559587,,,,4-620-31713-6,ユダヤ501-600,,,,,1,1,http://id.ndl.go.jp/bib/000008087169
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193307403941/catalog,#REF!,Judaica - Verified,Jewish Refugees in Japan: The Long Journey to the Promised Land after Hitler's Cure,978-4-562-05067-3,日本に来たユダヤ難民 : ヒトラーの魔手を逃れて約束の地への長い旅,"ゾラフ・バルハフティク 著 , 滝川義人 訳",,原書房,2014,2014.5,348p ; 20cm,,,図書,A65 316.88,A65-L3,25394672,,,,978-4-562-05067-3,ユダヤ501-600,,,,,1,1,http://id.ndl.go.jp/bib/000002980072
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193307103941/catalog,#REF!,Judaica - Verified,Jewish Survival Strategy,978-4-7710-2652-0,ユダヤ教徒に見る生き残り戦略,嶋田英晴 著,,晃洋書房,2015,2015.8,"183,7p ; 22cm",,,図書,HR17 199,HR17-L7,26671677,,,,978-4-7710-2652-0,ユダヤ101-200,,,,,1,1,http://id.ndl.go.jp/bib/023112540
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193307203941/catalog,http://id.ndl.go.jp/bib/000003626503,Judaica - Verified,Barbarian Harmony: Holocaust History Papers,978-4-622-08855-4,野蛮のハーモニー : ホロコースト史学論集,"ダン・ストーン [著] , 上村忠男 編訳",,みすず書房,2019,2019.11,279p ; 20cm,,,図書,GA82 209.74,GA82-M9,30032024,,,,978-4-622-08855-4,ホロコースト1-100,,,,,1,1,http://id.ndl.go.jp/bib/000003626503
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/99155716795903941/catalog,#REF!,Judaica - Verified,Japanese mythology and assimilated Jews,978-4-585-22298-9,日本神話と同化ユダヤ人,田中英道 著,,勉誠出版,2020,2020.12,334p ; 22cm,,,図書,GB161 210.3,GB161-M153,30785317,,,,978-4-585-22298-9,ユダヤ201-300,,,,,1,1,http://id.ndl.go.jp/bib/027828206
Not Found,No Permalink Found,#REF!,Judaica - Verified,Otto: A teddy bear that survived the war,4-566-00800-2,オットー : 戦火をくぐったテディベア,"トミー・ウンゲラー さく , 鏡哲生 やく",児童図書館・絵本の部屋,評論社,2004,2004.12,1冊 (ページ付なし) ; 30cm,,,図書,Y18 726.6,Y18-N05-H17,7599344,,,,4-566-00800-2,ユダヤ1401-1500,,,,,1,1,http://id.ndl.go.jp/bib/000011151784
"Held in Widener Library, Harvard University",https://id.lib.harvard.edu/alma/99155193308203941/catalog,#REF!,Judaica - Verified,Torn Road: What Really Happened on Jerusalem's 'Way of God',978-4-385-36061-4,引き裂かれた道路 : エルサレムの「神の道」で起きた本当のこと,"ディーオン・ニッセンバウム 著 , 沢田博 訳",,三省堂,2017,2017.6,365p ; 20cm,,,図書,GE761 227.9,GE761-L34,28221565,,,,978-4-385-36061-4,イスラエル 801-900,,,,,1,2,http://id.ndl.go.jp/bib/030215588
"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102635490203941/catalog,#REF!,Judaica - Verified,"Documents, Holy Land Jerusalem",4-14-080856-X,ドキュメント・聖地エルサレム,"平山健太郎, NHK「エルサレム」プロジェクト 編著",NHKスペシャルセレクション,日本放送出版協会,2004,2004.3,294p ; 20cm,,,図書,GE761 227.9,GE761-H29,7318809,,,,4-14-080856-X,イスラエル 801-900,,,,,1,1,http://id.ndl.go.jp/bib/026716300
